pixel,1144A,1149A,1154A,1159A,1164A,1169A,1174A,1179A,1184A,1189A,1194A,1199A,1204A,1209A,1214A,1219A,1224A,1229A,1234A,1239A,1244A,1249A,1254A,1259A,1264A,1269A,1274A,1279A,1300A,1305A,1310A,1315A,1320A,1325A,1330A,1335A,1340A,1345A,1350A,1355A,1360A,1365A,1370A,1375A,1380A,1385A,1390A,1395A,1400A,1405A,1410A,1415A,1420A,1425A,1430A,1435A,1440A
91,3.9286973635092196e-05,4.0574883425488424e-05,4.001205644332276e-05,4.0096593512540815e-05,3.956759407868164e-05,3.965360016743412e-05,3.965419097714819e-05,3.932420982669821e-05,3.845763267359769e-05,3.935209922677246e-05,3.966084112749512e-05,3.8771414265702205e-05,3.961804782816086e-05,3.9019554991033335e-05,3.85029247889389e-05,3.9372091872222986e-05,3.8513244986780484e-05,3.8616461452563204e-05,3.9395594191913945e-05,3.8737372236256174e-05,4.014226404824177e-05,3.95990232437323e-05,4.096811132202563e-05,4.0041890082035323e-05,4.060125760037913e-05,3.974990723781041e-05,4.05713750344188e-05,4.051948324412921e-05,4.264931975347333e-05,4.190198084308355e-05,4.2566102350230496e-05,4.306421277696245e-05,4.3090162529568237e-05,4.4091860697485216e-05,4.3687145379617514e-05,4.353266114062063e-05,4.4488167058834057e-05,4.3816319959273535e-05,4.466307220153722e-05,4.358714183265421e-05,4.3279818722889e-05,4.4593552542540705e-05,4.288993835613008e-05,4.4086046496272935e-05,4.472895084587487e-05,4.494221061869789e-05,4.3322390718771176e-05,4.422728222602176e-05,4.514691558992557e-05,4.45526600500366e-05,4.462154494027362e-05,4.517201618997636e-05,4.604725401002797e-05,4.594171245281443e-05,4.595539629138877e-05,4.692891338386979e-05,4.687904895720371e-05
92,4.026268046567668e-05,4.1458021206666836e-05,4.0816544747877703e-05,4.0881015815505044e-05,4.031343346682546e-05,4.0481270783928884e-05,4.0420471670508446e-05,4.0106235883972306e-05,3.929283294631775e-05,4.0188934439687705e-05,4.073063569067588e-05,3.996772855682113e-05,4.090487810376307e-05,4.0226935020262324e-05,3.9764473600422464e-05,4.080638662460158e-05,4.002965751793255e-05,3.9987841626466526e-05,4.1021607130650095e-05,4.048229581931898e-05,4.2036359502431156e-05,4.1645020490702415e-05,4.301500343332066e-05,4.213567546332659e-05,4.270731614931082e-05,4.209065281955925e-05,4.3209206857121756e-05,4.310524552455189e-05,4.516127673215541e-05,4.4259001374512704e-05,4.4866695561799097e-05,4.523845672093363e-05,4.542067146216207e-05,4.6091400272603775e-05,4.55984755519835e-05,4.531851484156232e-05,4.6440256315849014e-05,4.555175303843418e-05,4.6474441416223746e-05,4.557704023782242e-05,4.506665420469757e-05,4.647467859423045e-05,4.515384935379225e-05,4.6084713433620294e-05,4.685661916689706e-05,4.720505222434672e-05,4.6008626699767606e-05,4.670455367963736e-05,4.7633218056646066e-05,4.7450996375272526e-05,4.726154658964713e-05,4.789677831007568e-05,4.8777681977338063e-05,4.875095107657618e-05,4.8631371954735576e-05,4.969736668377027e-05,4.963312051117768e-05
93,4.112523578726089e-05,4.228471387536667e-05,4.1605391878864474e-05,4.168925375788501e-05,4.1095845565197164e-05,4.140443603184055e-05,4.132169618408568e-05,4.1136141449603706e-05,4.039063557118092e-05,4.143047928220359e-05,4.209061787032457e-05,4.147653916313803e-05,4.256650917858162e-05,4.175468159970033e-05,4.145602946707343e-05,4.270117631016949e-05,4.205846129031925e-05,4.182039471001262e-05,4.310214466752674e-05,4.278365663853809e-05,4.439809978042484e-05,4.428942500776317e-05,4.544307018925511e-05,4.468636176845517e-05,4.5375952000008615e-05,4.4886725790876906e-05,4.621612982325705e-05,4.585396408258841e-05,4.747230283522005e-05,4.653463200519686e-05,4.703706222288137e-05,4.725393089421701e-05,4.757899017504168e-05,4.795998242552831e-05,4.747542715737586e-05,4.7268606399190256e-05,4.84453515518969e-05,4.753765510457461e-05,4.859989289591314e-05,4.790521666790209e-05,4.738090825788661e-05,4.895650136678666e-05,4.798319671450802e-05,4.868412019573288e-05,4.955442610835812e-05,4.9996812703362344e-05,4.925032260102481e-05,4.965319906458744e-05,5.0620643170126376e-05,5.069544883510048e-05,5.023103238535556e-05,5.0872178491340255e-05,5.178369370873826e-05,5.174402366976799e-05,5.145077983606499e-05,5.25061555956682e-05,5.258504220594361e-05
94,4.196332883507629e-05,4.318479132802491e-05,4.2514637998700873e-05,4.2674754060114193e-05,4.210556263272051e-05,4.262198931516056e-05,4.253664372834625e-05,4.251533971380977e-05,4.18980241444506e-05,4.32380879722044e-05,4.3809827519820944e-05,4.336623667865371e-05,4.4665738313714446e-05,4.3715025188450335e-05,4.367930182573233e-05,4.511609932932899e-05,4.467696108966778e-05,4.431462862287235e-05,4.5723049048346306e-05,4.5652766979432706e-05,4.7227892637589706e-05,4.743330669782533e-05,4.823060533150071e-05,4.750418676262282e-05,4.833890110631138e-05,4.780435421118387e-05,4.9281310595852644e-05,4.847907913183042e-05,4.9551834384743874e-05,4.878695823811937e-05,4.9209616727412204e-05,4.936255759234341e-05,4.9842934021596226e-05,5.012569040034401e-05,4.966334900209214e-05,4.9711097058951376e-05,5.085626273984425e-05,5.011334052910407e-05,5.129758486250024e-05,5.072521510160659e-05,5.031087631707174e-05,5.209253176659311e-05,5.129732060744816e-05,5.1840308053619457e-05,5.276009715275689e-05,5.320224929283864e-05,5.279357544448641e-05,5.289729047268272e-05,5.3929692206699354e-05,5.4134237488476286e-05,5.34753694850105e-05,5.405451919422843e-05,5.5019004025855126e-05,5.492450503265517e-05,5.452378467845814e-05,5.5567435052395156e-05,5.593727377411156e-05
95,4.298257482374621e-05,4.4312241678504654e-05,4.374723936160082e-05,4.3971742036103166e-05,4.351536371210221e-05,4.428010781839759e-05,4.4242486687067384e-05,4.434536831877848e-05,4.388571606561284e-05,4.5640530031614786e-05,4.604719009191827e-05,4.570543511738636e-05,4.724926364404054e-05,4.627443745660343e-05,4.650874850703911e-05,4.8128723054254054e-05,4.784461750598189e-05,4.7497689048037936e-05,4.886426845544198e-05,4.8933839596116414e-05,5.034680117927779e-05,5.0696113080902366e-05,5.116657082975582e-05,5.03248394472174e-05,5.124110759294243e-05,5.052189294578229e-05,5.215293639698343e-05,5.094222134156294e-05,5.17336859118372e-05,5.133378016485586e-05,5.173817741572552e-05,5.194954438319016e-05,5.259588043121518e-05,5.296004000385857e-05,5.243931967142841e-05,5.278974924985854e-05,5.3859995332042495e-05,5.3377000234321474e-05,5.455753893018581e-05,5.399486642052671e-05,5.375679855676018e-05,5.5731371495831654e-05,5.4931797996585796e-05,5.5425857316214316e-05,5.6377746780731626e-05,5.675496365703734e-05,5.6539520987801425e-05,5.642905198350174e-05,5.755163544000561e-05,5.778616813216805e-05,5.712811926646834e-05,5.765056011064591e-05,5.869646470438002e-05,5.850334825961318e-05,5.810807934788718e-05,5.916714385455966e-05,5.991145366509828e-05
96,4.439646211829163e-05,4.582457975007492e-05,4.547409605186233e-05,4.570708529177585e-05,4.545439975886774e-05,4.6453411737745756e-05,4.6550053761068764e-05,4.6764430413184994e-05,4.643555891758488e-05,4.859573233213951e-05,4.897749024997461e-05,4.8599433131104354e-05,5.0385987759767655e-05,4.952017260533811e-05,4.9898783657902644e-05,5.166794020554612e-05,5.1360387821768924e-05,5.107556984992025e-05,5.227326419882399e-05,5.231551101491394e-05,5.348623353605458e-05,5.370282780695111e-05,5.400503358264613e-05,5.303791439149095e-05,5.398377381923765e-05,5.3108775398447965e-05,5.4932009904821634e-05,5.353326366833698e-05,5.4474522726366824e-05,5.449700921384744e-05,5.490084757235115e-05,5.5206843734778184e-05,5.600230069226866e-05,5.652820042401134e-05,5.586942735589171e-05,5.645947895643059e-05,5.74527327639177e-05,5.7213777280599086e-05,5.825628995466909e-05,5.7661293029095836e-05,5.767887121951433e-05,5.980009831794425e-05,5.8859640133946854e-05,5.942708761298071e-05,6.0444897247826966e-05,6.077856387381545e-05,6.0655651025935975e-05,6.0461117792030825e-05,6.170565244332871e-05,6.183630562503813e-05,6.140412858713048e-05,6.190626291973602e-05,6.303256174451015e-05,6.268994652908338e-05,6.238025834693202e-05,6.340870472157729e-05,6.444632311484746e-05
97,4.635356664200464e-05,4.7921475712450955e-05,4.7769492339819754e-05,4.804888058902113e-05,4.801126182725341e-05,4.923880458066352e-05,4.956047346602932e-05,4.993950256582651e-05,4.968908006534879e-05,5.21362285246886e-05,5.26270552898804e-05,5.2084018254284e-05,5.402535311050033e-05,5.327559726842162e-05,5.359887730360509e-05,5.538875007613005e-05,5.491967310136869e-05,5.4653428525245785e-05,5.564482185474835e-05,5.555077214018553e-05,5.653498533670513e-05,5.648416422704458e-05,5.681082070728734e-05,5.587239751293674e-05,5.687886381220249e-05,5.604067034960408e-05,5.8004829175489286e-05,5.666997839831248e-05,5.801538468578373e-05,5.836886512221176e-05,5.8745804388543297e-05,5.912836487766733e-05,6.003213004872357e-05,6.069178206231457e-05,5.989681891576321e-05,6.0698666931854626e-05,6.16237689467059e-05,6.155358493487912e-05,6.242880840025478e-05,6.179762191948702e-05,6.220414181550025e-05,6.443400058099711e-05,6.325525659378987e-05,6.401539423998571e-05,6.514296597520635e-05,6.549031320694947e-05,6.539674295262635e-05,6.520936851808198e-05,6.657648681836892e-05,6.64607510729315e-05,6.636635858077142e-05,6.684587329879846e-05,6.794336530749252e-05,6.741761828798978e-05,6.724700699625361e-05,6.813823302027886e-05,6.922940297991139e-05
98,4.897212134234274e-05,5.0826228515437534e-05,5.071973048514988e-05,5.1188605197407486e-05,5.130930393853243e-05,5.2761050805912766e-05,5.33820745253856e-05,5.395745657307374e-05,5.364826809583448e-05,5.623056271819464e-05,5.677557908799789e-05,5.5968551659470956e-05,5.789949967250886e-05,5.7139892844780615e-05,5.73074392165323e-05,5.891690780014667e-05,5.835994494150038e-05,5.812013300039366e-05,5.8967403421639356e-05,5.8778870167800614e-05,5.9716414221008156e-05,5.9509528128055125e-05,5.9982121373777405e-05,5.9264539862633276e-05,6.0411827956699574e-05,5.979807794978224e-05,6.167741480218797e-05,6.056916246619695e-05,6.237143727071507e-05,6.2879233963794e-05,6.324135732463925e-05,6.372876287805205e-05,6.467924607795452e-05,6.541915753453817e-05,6.455433708811154e-05,6.560617402273141e-05,6.64671608821914e-05,6.652671984284232e-05,6.730640458635965e-05,6.65990152588999e-05,6.749783908071534e-05,6.981145069898837e-05,6.834365533448812e-05,6.935039114539697e-05,7.056846202413571e-05,7.09482274119558e-05,7.081221481566226e-05,7.061223665088669e-05,7.201212354993729e-05,7.160939083706079e-05,7.180454703932214e-05,7.223578508089807e-05,7.313064927092272e-05,7.239332093449363e-05,7.24334196310675e-05,7.308048626735657e-05,7.398698806480778e-05
99,5.239106806080085e-05,5.468359849003406e-05,5.450239328301229e-05,5.5264457067971665e-05,5.5464026732279824e-05,5.70148893115544e-05,5.795876746405811e-05,5.865051943723819e-05,5.8020835002937816e-05,6.056983620799552e-05,6.103483795035121e-05,5.991287317439803e-05,6.170865507150825e-05,6.085720671172594e-05,6.0981562843825635e-05,6.23011216814361e-05,6.189748803223589e-05,6.178988005619857e-05,6.260687149859256e-05,6.247547594433242e-05,6.345273634702725e-05,6.330280987816666e-05,6.390738977535374e-05,6.349978527028788e-05,6.482205966211254e-05,6.450357822251005e-05,6.603620699510602e-05,6.522981884522505e-05,6.752319762729876e-05,6.805783137211975e-05,6.848564356830377e-05,6.91237271275466e-05,7.004210570922504e-05,7.089393994596458e-05,7.002915079791395e-05,7.134395850480787e-05,7.213937608419915e-05,7.230957495154512e-05,7.306275392359883e-05,7.219632285762678e-05,7.354319834161991e-05,7.587951456289735e-05,7.413534387219489e-05,7.529533702931978e-05,7.649276771182682e-05,7.69038561847424e-05,7.668462483236361e-05,7.636336908429755e-05,7.768741012406363e-05,7.704889615076384e-05,7.740255641060498e-05,7.776383676571139e-05,7.838877157185458e-05,7.740884158505374e-05,7.770712348287199e-05,7.804536466701447e-05,7.868438412780188e-05
100,5.675291101164262e-05,5.9482388680746704e-05,5.920687465155134e-05,6.0197144119415905e-05,6.035038093308994e-05,6.1742777311398e-05,6.293064617717245e-05,6.360058283141895e-05,6.242820174642315e-05,6.477304305027795e-05,6.515065964869305e-05,6.379843755994997e-05,6.549553389598369e-05,6.463499214080185e-05,6.494440380950753e-05,6.604630575670248e-05,6.599478959454225e-05,6.615276208027341e-05,6.700712481119131e-05,6.703081262521747e-05,6.801635920893302e-05,6.805065480909378e-05,6.873283015059032e-05,6.861351921449037e-05,7.009640687905611e-05,7.001610705689185e-05,7.112193159315071e-05,7.067273279660999e-05,7.353115866854331e-05,7.412049857469459e-05,7.467046017903163e-05,7.54617420948341e-05,7.623430898357618e-05,7.729636365798616e-05,7.64664305280413e-05,7.796034412767115e-05,7.868851178616145e-05,7.884457302136139e-05,7.953608040590263e-05,7.844375993781082e-05,8.004686252363624e-05,8.231984495662326e-05,8.037958330320878e-05,8.152428266443906e-05,8.256020491832737e-05,8.300031202344897e-05,8.273673627561528e-05,8.219389342245417e-05,8.343926050391558e-05,8.263939955614908e-05,8.299723074867915e-05,8.32506742072141e-05,8.373189791984857e-05,8.250612576883274e-05,8.303738882435741e-05,8.307292330170013e-05,8.351497329833879e-05
101,6.200335656415516e-05,6.498166949188433e-05,6.459440708434547e-05,6.556113462703648e-05,6.555642401214189e-05,6.655679799533969e-05,6.785315118694594e-05,6.849064625240958e-05,6.680489354223609e-05,6.887839794539407e-05,6.92968565110685e-05,6.797944497046658e-05,6.970583576627033e-05,6.901585149305703e-05,6.964509697657491e-05,7.066416452277851e-05,7.098332488512794e-05,7.14511453575461e-05,7.236931344244672e-05,7.253830238553766e-05,7.348825835839907e-05,7.36583447495302e-05,7.448057703630133e-05,7.458895621032052e-05,7.62537321569913e-05,7.630583063629699e-05,7.710848070753059e-05,7.705222573161144e-05,8.049266031885577e-05,8.123492426783584e-05,8.184852913123302e-05,8.276138069912914e-05,8.321439852073149e-05,8.44826482634697e-05,8.369424425155056e-05,8.519899289540659e-05,8.591261689063765e-05,8.582912434609673e-05,8.634981822541293e-05,8.504257842373925e-05,8.668156823923035e-05,8.882870815451406e-05,8.682372689521177e-05,8.785374923545036e-05,8.864203507518001e-05,8.909835117628587e-05,8.885135444200744e-05,8.80511293727055e-05,8.932374370087825e-05,8.845156967196212e-05,8.867218867734032e-05,8.872494767456684e-05,8.934259710647581e-05,8.788421276440638e-05,8.859342978438843e-05,8.842843692869642e-05,8.880662028423694e-05
102,6.773683665802613e-05,7.071106477214931e-05,7.016423987942206e-05,7.088673117677467e-05,7.074269610578587e-05,7.133154734869471e-05,7.264321333620843e-05,7.348237890611643e-05,7.150717730379593e-05,7.342443117191479e-05,7.400907274030052e-05,7.302496387323295e-05,7.484343057856299e-05,7.438289461792536e-05,7.532123199741022e-05,7.634047872358882e-05,7.6974090743511e-05,7.763677221032318e-05,7.868083975234994e-05,7.898253485085967e-05,7.995530717009482e-05,8.012331080597486e-05,8.127223216468615e-05,8.15147871640625e-05,8.345819524432853e-05,8.355185819725462e-05,8.426522185022041e-05,8.451273212329571e-05,8.833349666003154e-05,8.919395695514795e-05,8.973856320980616e-05,9.073520536583766e-05,9.071107545426128e-05,9.203572056770602e-05,9.129504255201131e-05,9.264141170093706e-05,9.345873638574474e-05,9.29651938438984e-05,9.328245071854078e-05,9.182314269366608e-05,9.340146255590602e-05,9.537545512215588e-05,9.342853112150344e-05,9.43660098234659e-05,9.490683991044896e-05,9.536809991094008e-05,9.51014210744267e-05,9.410612073406745e-05,9.554677921136886e-05,9.46560051944164e-05,9.469068589049024e-05,9.443730773110224e-05,9.553107001801667e-05,9.376102369779424e-05,9.457624333619715e-05,9.436621261646406e-05,9.476797944704694e-05
103,7.350979440701087e-05,7.627054164716214e-05,7.561835037242323e-05,7.617241362918997e-05,7.605167341058979e-05,7.64265825802972e-05,7.775264481644206e-05,7.909905319803228e-05,7.703448245981855e-05,7.899559098318234e-05,7.974749633486497e-05,7.925414920749346e-05,8.117060905269436e-05,8.080978595550901e-05,8.198644265810221e-05,8.306454809772017e-05,8.403464804209377e-05,8.471979272622856e-05,8.59804628333401e-05,8.644945043696866e-05,8.758117272220408e-05,8.767514584216434e-05,8.932343041541617e-05,8.951778597307203e-05,9.182237584899776e-05,9.18586563988448e-05,9.2694481715547e-05,9.293998440795482e-05,9.671871504768268e-05,9.751171301189273e-05,9.789837614968364e-05,9.896298576474893e-05,9.84009762410585e-05,9.968542284314806e-05,9.899764858760895e-05,0.00010007434994924449,0.00010110388953975542,0.00010020032679828544,0.00010040331308340208,9.884405430429736e-05,0.00010044065869441628,0.00010216380851552393,0.00010032293943068848,0.00010130436815756936,0.00010170251008070732,0.00010214160054663454,0.00010169647430534898,0.00010069329276011309,0.00010236142185401688,0.00010130269182513583,0.00010125955573299885,0.00010068705440205096,0.00010246818340161996,0.000100216735765269,0.00010097634503947498,0.00010084001026010905,0.00010125943531361513
104,7.934440814596237e-05,8.180849686646597e-05,8.125909643624066e-05,8.195335674344188e-05,8.203959327189806e-05,8.243969928444398e-05,8.380561359641939e-05,8.574584805033594e-05,8.372597616600174e-05,8.582942895990619e-05,8.666719692239526e-05,8.667474551849393e-05,8.87469462637282e-05,8.837610325412753e-05,8.971233858793845e-05,9.092686239412794e-05,9.230378504928362e-05,9.298162447292297e-05,9.444789100368691e-05,9.508525387036387e-05,9.644989368321907e-05,9.649387097361674e-05,9.866536828207852e-05,9.852018250314592e-05,0.00010110827231772494,0.0001009630660743378,0.00010205196933407017,0.0001019571775142573,0.0001052906090941744,0.0001058885531747917,0.0001061196115762362,0.00010726423648210385,0.00010621411875804471,0.00010755773719929316,0.00010688520845298426,0.00010763932342386751,0.00010894684965131516,0.00010775236355764641,0.00010796787285942091,0.00010633827932264064,0.00010810500727417243,0.00010947018691812309,0.00010771516639105288,0.00010888320270965792,0.0001092333037353014,0.00010959621534975555,0.0001088302941229775,0.00010800157766162376,0.0001097919383358724,0.0001081928273325916,0.00010827231076183732,0.00010745606660083991,0.00010982334942441784,0.00010702489020344618,0.00010753693282106191,0.00010754184886461996,0.00010796250149670799
105,8.577819140902297e-05,8.800998391437921e-05,8.781170578360004e-05,8.88242269536002e-05,8.922577466691121e-05,8.976755907524829e-05,9.11557051618452e-05,9.350514652639305e-05,9.174062100591795e-05,9.394687512320254e-05,9.484356687471332e-05,9.53286890755588e-05,9.76421260487872e-05,9.734399821825188e-05,9.8701101513567e-05,0.0001001317157405359,0.00010188677080344892,0.00010268353276654978,0.000104194293456656,0.00010481534411221244,0.00010633080126314509,0.00010636146313641312,0.00010888340037897513,0.00010817718941992325,0.00011081475657426221,0.00011040966860186531,0.00011171773628811724,0.00011120121918295005,0.00011397837817437956,0.00011444718571001885,0.00011456407341973196,0.00011578002275580403,0.00011440940711767087,0.00011599976019707285,0.00011525626982405517,0.00011574782669271931,0.0001173279648437228,0.00011592815228453426,0.00011622356490058733,0.0001144844468461166,0.0001164709886290074,0.0001174609393617881,0.00011574660775027444,0.00011703075766550154,0.00011726133397516027,0.00011750923955066956,0.00011637179055489812,0.00011571216484471377,0.00011746598470574151,0.00011508371504005571,0.00011544420918062868,0.00011446726202526412,0.0001170517682158842,0.00011387147362346089,0.0001141607596083473,0.0001143061798529475,0.00011475356755914044
106,9.339791734769527e-05,9.553654966646988e-05,9.581017620411146e-05,9.70791402949995e-05,9.780015968916528e-05,9.854279032659019e-05,9.991615942854176e-05,0.00010244727478552222,0.00010121858467215988,0.00010345308394296024,0.00010448550464256668,0.00010538107657834016,0.00010797770668428731,0.00010787279335024936,0.00010905465987638065,0.0001106784367064552,0.00011258029097211975,0.00011357524352304717,0.00011496306349749431,0.0001152335171786594,0.00011677305114205171,0.0001167790422367211,0.00011938314378774607,0.00011817447626939108,0.00012063983103447627,0.0001200169033246544,0.00012133810231378518,0.00012062132636970369,0.00012302065883769149,0.0001235579034614949,0.0001236215532006993,0.00012482975335132592,0.00012335428051754146,0.00012524172459936828,0.00012430101662374508,0.0001247272286167647,0.00012646321132000544,0.00012489280053011725,0.00012514934519538648,0.00012314775633698782,0.00012520404427126568,0.00012592776963518928,0.00012418023030218433,0.0001253421162243824,0.00012536332560316986,0.00012548625207705892,0.00012397224773290225,0.0001233284554761431,0.00012504216222458464,0.0001220625051014072,0.00012277818532210638,0.00012169293390809363,0.00012411848800018686,0.00012085092445172903,0.00012121962130963821,0.00012143400268366201,0.00012198354847132051
107,0.00010244644042581138,0.00010469577020268796,0.00010537238925829264,0.00010682393166730548,0.00010777623917757996,0.0001088631500739086,0.00011023116924944436,0.00011280591790920928,0.00011228485626905394,0.00011450099204156712,0.00011571590570616484,0.00011678729254496096,0.00011961696366571587,0.000119643659795597,0.00012048749727043312,0.00012215972706914748,0.00012388312598580708,0.0001250007341407278,0.00012625935208469572,0.000125933410170893,0.00012754103104983824,0.00012744366534824919,0.00012991907903465706,0.00012853272696991517,0.00013070551248585259,0.00012998838147405557,0.0001311010968606953,0.00013053076488534922,0.00013272560212963447,0.00013345001429236335,0.00013354566819989694,0.0001346198552331921,0.0001331987726254393,0.00013520485969154027,0.00013382523782382076,0.00013438836436949165,0.00013609252601004873,0.0001343802931638423,0.00013438766999522214,0.00013206378622734644,0.00013391446870104242,0.00013443349889306718,0.00013259988923724925,0.00013357418523075962,0.00013351671301449274,0.00013352268325682274,0.0001316797470762576,0.0001309464909618899,0.0001327994337658054,0.0001296844839122599,0.00013078004331359692,0.00012966269722655444,0.00013178248596504405,0.00012865359526360656,0.00012945268335593754,0.00012966544422554998,0.00013043151823871694
108,0.00011297357321568701,0.00011558552946922028,0.00011654620153377299,0.00011820047894582424,0.00011921782645239741,0.0001208535389782908,0.00012215825741353982,0.00012467293767683734,0.00012477291123877342,0.0001269613832760302,0.00012821901013377828,0.00012912046956634906,0.00013205013845420658,0.00013202929786200292,0.00013245403781250668,0.00013412241997102833,0.00013543823425443482,0.0001365257655662087,0.0001378345101922961,0.0001368922570880109,0.00013877877077691432,0.00013845109287969357,0.00014072771473373888,0.00013956746647476298,0.00014140190297261883,0.00014066514151745132,0.00014153361679825275,0.00014128439430940903,0.00014320100903560777,0.00014394480924176178,0.0001440904412195597,0.00014495455451404369,0.00014358850253695088,0.00014549177001314893,0.0001434620719018649,0.00014421600697648568,0.00014570787677382706,0.00014392184474809022,0.00014368168453662971,0.00014131552393569714,0.0001427596301374599,0.00014298108015182778,0.00014117285624265914,0.00014218120466054498,0.00014233046400604255,0.00014231029297175906,0.00014027161531800992,0.0001394797810071614,0.00014167502995687022,0.00013886370030728897,0.00014028633270773036,0.00013928099888483876,0.00014120784848269919,0.00013828753551701407,0.00013973724559530141,0.00013998107877116872,0.00014102519417860172
109,0.00012509786130681372,0.00012826626687288694,0.0001293974121516033,0.00013125563731275326,0.00013213392275329127,0.0001343998910950086,0.00013538361500048195,0.00013766011360504484,0.00013814029780876173,0.00014032396198015748,0.00014142255628152566,0.0001420378877228914,0.00014484355494982705,0.00014465989564808234,0.00014467376320432472,0.00014648427421621885,0.00014730942370933081,0.00014828087116102037,0.00014988960526445653,0.00014852088211514657,0.0001507659229575089,0.00015013262169777058,0.00015222454502217733,0.00015148923517799658,0.0001530241675588701,0.00015221025646460688,0.00015304148936984117,0.00015293358229234884,0.000154178416453869,0.00015464947457153068,0.00015476319186169118,0.00015545161212082644,0.00015399955613257642,0.00015586263523751086,0.00015332296173051064,0.00015413650141718195,0.00015529687598317868,0.000153662412477385,0.00015344198955341359,0.00015151823450119432,0.00015266093103581191,0.00015245847205955644,0.00015092199702317194,0.00015224223358866612,0.00015282942341015475,0.00015294714073719987,0.00015091044392153132,0.00015022203981601538,0.00015289481638600528,0.00015062699246248197,0.00015222376477691982,0.00015145727967904123,0.00015343408675345138,0.0001506746971817866,0.00015282398717469917,0.00015319092794871598,0.00015444404904805826
110,0.00013891698105257102,0.00014262751490697368,0.00014372495515658113,0.00014559739956686738,0.00014626797020253718,0.0001489850354121424,0.0001494327277702413,0.00015128893582280452,0.00015190405008267134,0.00015405730163273607,0.00015505080459955232,0.0001555463918203764,0.00015800955241448202,0.00015764623333284382,0.00015741409338792715,0.00015949224023546893,0.00015984190388767302,0.00016076349049751735,0.000162723439105562,0.00016124691117087856,0.00016363324202057122,0.00016275812069646927,0.00016463221061103112,0.00016407708751023118,0.00016541714088429038,0.00016441244258490184,0.00016549717721289054,0.00016518527834667789,0.0001654313381817796,0.00016561011606634182,0.00016555798034246998,0.00016618579717452586,0.0001646404884005838,0.00016687284523118218,0.00016430578261483498,0.0001650097912695164,0.00016584590195229036,0.00016469826626144794,0.00016479103055828235,0.00016363995360249152,0.00016490656448185583,0.0001643190836866155,0.00016326192028095856,0.00016505049277303893,0.00016611299073731516,0.00016641011160728198,0.00016455129198167804,0.00016422304733631455,0.00016741034031190734,0.00016565956481056233,0.0001672872781006674,0.00016679060016771402,0.0001690192563656127,0.00016635563092835842,0.00016907512113413295,0.00016958021836578738,0.00017088418943680083
111,0.00015421259613877228,0.00015822263124315547,0.00015906158521418131,0.00016066399113599212,0.00016122037094168308,0.0001640512588735835,0.00016406716311435728,0.00016548932032673186,0.00016602302227042938,0.00016806936849788327,0.00016927185976263982,0.00016976185705864944,0.00017193179253416766,0.00017134191200557537,0.00017114605238812452,0.00017339528351192714,0.00017334421100441687,0.00017431398198449136,0.00017631627360189785,0.00017503522775859931,0.0001772044000511873,0.00017625299078873345,0.00017776854974934636,0.00017686462804455573,0.0001781661059663991,0.00017696006387272434,0.000178551847134534,0.00017789372230150708,0.0001774990824601524,0.0001777037280495469,0.00017747788578829018,0.0001781404333302285,0.00017674981370923516,0.00017977998850143717,0.00017768523563415318,0.00017829971589790797,0.00017903045931408454,0.0001786289642037361,0.0001791434535361422,0.00017869971066074354,0.0001804332521740577,0.00017974461439803244,0.00017926752496506574,0.00018153497507357872,0.00018289125568749453,0.00018325415064517333,0.0001816486668067031,0.00018191080792520165,0.00018548253676843533,0.00018403479179183972,0.00018570849027155966,0.00018540530311855503,0.00018786895496299944,0.00018527442289285507,0.00018824890171031518,0.00018886875181923585,0.000190124708520895
112,0.0001705308731598507,0.00017449179361473196,0.00017496756562641647,0.00017619418123099602,0.00017672020533516223,0.00017946920749330826,0.00017930446123987754,0.00018056408220857328,0.00018079757224319468,0.00018280429172962085,0.00018434541398570424,0.00018476172798624743,0.0001869835373655659,0.00018595348249455387,0.00018600867600504015,0.00018817853019899061,0.00018778805967645333,0.00018875492515919463,0.00019036728988468664,0.0001894690713406349,0.000191221290516148,0.00019041326175532763,0.0001914649736234511,0.00018988837845127063,0.0001913480571296531,0.0001901299648682738,0.00019252103872914424,0.0001916621408007452,0.00019165502464249813,0.00019230340971345148,0.00019226017703784235,0.00019300378674972244,0.00019207051405029606,0.000195977915813638,0.00019447007030026843,0.00019521520296455182,0.0001962551695217681,0.00019665445781877865,0.0001975159167114249,0.0001974287280857116,0.00019953602339830746,0.00019914330151105775,0.0001992223814179958,0.00020182458034704367,0.00020322465835808108,0.00020360704342367255,0.000202211801031599,0.00020316254980993895,0.00020682696572819852,0.000205447742834159,0.00020734242387869918,0.00020711959751886283,0.00020957054053073978,0.0002070232184902332,0.00020991453528626967,0.0002107087352927848,0.00021198231802293824
